"di_id","year","value"
"AF",2015,9.26
"AG",2015,230.1
"AL",2015,362.38
"AM",2015,494.24
"AO",2015,0.44
"AR",2015,11.13
"AZ",2015,131.58
"BA",2015,464.98
"BD",2015,95.58
"BF",2015,21.86
"BI",2015,4.35
"BJ",2015,27.96
"BO",2015,111.78
"BR",2015,13.94
"BT",2015,25.37
"BW",2015,13.48
"BY",2015,73.13
"BZ",2015,235.87
"CD",2015,0.06
"CF",2015,
"CG",2015,
"CI",2015,16.94
"CK",2015,
"CL",2015,7.08
"CM",2015,10.45
"CN",2015,46.63
"CO",2015,96.93
"CR",2015,114.81
"CU",2015,
"CV",2015,385.79
"DJ",2015,40.15
"DM",2015,324.04
"DO",2015,493.54
"DZ",2015,50.42
"EC",2015,147.89
"EG",2015,200.26
"ER",2015,
"ET",2015,6.28
"FJ",2015,263.15
"FM",2015,223.42
"GA",2015,
"GD",2015,277.52
"GE",2015,396.5
"GH",2015,76.61
"GM",2015,90.76
"GN",2015,7.38
"GQ",2015,
"GT",2015,403.08
"GW",2015,34.59
"GY",2015,382.62
"HN",2015,454.02
"HT",2015,204.98
"ID",2015,37.39
"IN",2015,52.56
"IQ",2015,7.44
"IR",2015,16.81
"JM",2015,866.1
"JO",2015,704.23
"KE",2015,33.91
"KG",2015,283.31
"KH",2015,34.82
"KI",2015,142.21
"KM",2015,163.34
"KP",2015,
"KZ",2015,10.48
"LA",2015,13.67
"LB",2015,1278.61
"LC",2015,162.96
"LK",2015,333.86
"LR",2015,142.29
"LS",2015,171.23
"LY",2015,
"MA",2015,205.56
"MD",2015,431.43
"ME",2015,612.47
"MG",2015,17.64
"MH",2015,492.17
"MK",2015,147.69
"ML",2015,50.83
"MM",2015,60.05
"MN",2015,89.66
"MR",2015,
"MS",2015,
"MU",2015,197.21
"MV",2015,8.9
"MW",2015,2.24
"MX",2015,206.05
"MY",2015,54.15
"MZ",2015,6.99
"NA",2015,3.54
"NE",2015,7.33
"NG",2015,112.29
"NI",2015,196.89
"NP",2015,236.02
"NR",2015,
"NU",2015,
"PA",2015,141.86
"PE",2015,86.85
"PG",2015,0.67
"PH",2015,282.85
"PK",2015,102.19
"PS",2015,459.98
"PW",2015,104.19
"PY",2015,83.39
"RS",2015,474.86
"RW",2015,13.9
